,0
133," On sait faire pousser des arbres, on sait couper les arbres, on sait faire du meuble ou des escaliers, J’ai visité l’autre jour dans la région une fabrique d’escaliers formidable, mais on ne sait pas scier les arbres"
134," Alors, on va se faire scier, sans jeu de mots, en Al lemagne ! Vous ne trouvez pas que c’est bête ? Vous ne trouvez pas que c’est absurde ? J’ai cité l’exemple de la filière bois, mais il y a bien d’autres exemples"
135," Je propose que l’on fasse, filière par filière, un plan pour développer l’activité du pays, les emplois et les ressources et la production du pays, un plan filière par filière"
136," Dans le textile, que tout le monde en France considère comme perdu, nous avons moins de 100 000 emplois, les Italiens ont 450 000 emplois, je ne dis pas qu’ils ne rencontrent pas des difficultés, simplement ils jouent leur carte"
137," Les Allemands ont récupéré ces dernières années plus de 50 % de leur production dans le textile, notamment dans le sportwear"
138, Le tourisme : nous étions jusqu’à cette année la première destination touristique en Europe ; vous en savez quelque chose dans les Pays de Loire
139," Nous étions la première destination, on vient d’être dépassé par les Espagnols, on est à peu près au même niveau ! On a un million d’emplois dans le tourisme, ils ont deux millions d’emplois avec des chiffres d’affaires à peu près équivalents"
140," Je dis que si nous sommes dépassés, c’est en partie parce que nous n’avons pas su faire les efforts de formation, les efforts de présentation de ces métiers que beaucoup de jeunes considèrent comme rébarbatifs, dans lesquels beaucoup de jeunes, même cherchant des emplois, n’ont pas envie de s’engager alors même que ces emplois-là leur seraient d’un évident apport, d’un évident secours"
141," Le numérique : s’il y a une filière d’avenir dans le monde, c’est celle-là"
142, On a créé ces dernières années en France 750 000 emplois dans le 1026 numérique pendant que l’on perdait 500 000 emplois industriels
143, Le commerce numérique explose au rythme de plus 30 % par an
144," Il n’y a pas de formations au ecommerce ! Il y a beaucoup de formations commerciales, il n’y a pas de formations au commerce numérique"
145," Vous ne trouvez pas que c’est marcher sur la tête ? Où est le plan de formation ? Quand on regarde les raisons pour lesquelles nos concurrents amis, voisins, européens, avec les mêmes contraintes que les nôtres réussissent, alors on s’aperçoit d’une chose que l’on ose à peine prononcer dans le débat politique français, c’est que l’organisation de la vie sociale en France, les relations entre organisations syndicales et entreprises portent évidemment une grande part de responsabilité"
146," Je sais, je suis tout seul, mais j’accepte sur ce sujet d’être minoritaire parce que je suis sûr que je suis précurseur : je suis un défenseur de la cogestion, c’est-à-dire de l’idée que les intérêts des travailleurs ne sont pas contradictoires avec les intérêts de l’entreprise, que la réussite de l’entreprise, c’est la réussite des travailleurs et des salariés"
147," Et je suis le défenseur d’une idée qui est en France encore plus révolutionnaire : je suis pour que l’on écrive dans la loi que l’entreprise n’appartient pas seulement à ses actionnaires, qu’elle appartient aussi à ses salariés, qu’ils sont solidaires dans le destin de l’entreprise et c’est la raison pour laquelle je propose que les représentants des salariés entrent au Conseil d’administration des entreprises de plus de 500 salariés, avec droit de vote ! Et même, qu’ils entrent de la même manière au conseil chargé de fixer les rémunérations des dirigeants parce que je suis absolument certain qu’alors on verra se réduire le fossé entre les salaires de ceux qui sont au sommet et les salaires de ceux qui sont à la base"
148," Je suis pour que, filière par filière, on fasse un plan et que, filière par filière, on défende ainsi la production française"
149," Par exemple, je trouve absolument scandaleux qu’une grande entreprise française, Orange pour ne pas la nommer, donc France Telecom, entreprise dont l’Etat est actionnaire, décide de fermer la dernière usine qui produit des décodeurs en France, Technicolor à Angers, et délocalise la production de décodeurs dans le sud-est asiatique"
150," Je trouve que de la part d’une entreprise dont l’Etat est actionnaire, si on voyait plus loin que le bout du nez, on s’apercevrait premièrement que ce n’est pas si grave de payer un décodeur deux ou trois euros de plus, même si cela choque, je le dis"
151," pourvu que l’on garde la technologie, la filière, la recherche, la capacité de production nationale ! Qu’est-ce que ça peut faire ? Et si on voyait plus loin que le bout de notre nez, si on avait une idée de l’intérêt du pays lorsque l’on est Etat actionnaire d’une entreprise, alors on s’apercevrait que quand on paie 50 euros -je dis le chiffre au hasard, il est sans doute beaucoup plus élevé que le prix réel- un décodeur, il y a 25 euros qui reviennent dans les caisses de l’État sous forme de charges sociales, de cotisations à la Sécu, de CSG, d’impôt des sociétés et d’impôt des particuliers ! C’est l’intérêt du pays, et ce n’est pas simplement l’intérêt moral du pays, l’intérêt des familles, l’intérêt des jeunes qui vont trouver un emploi, c’est l’intérêt du pays dans son organisation, dans sa solidarité et dans ses services publics que de faire en sorte que lorsqu’il s’agit d’une décision où les décideurs publics sont engagés, on soutienne la production nationale et on fasse en sorte que le pays se porte bien et qu’il soit à l’avant-garde au lieu de délocaliser et d’être à l’arrière-garde"
152," Vous m’avez entendu souvent parler de ce qui est pour moi pas seulement un scandale, mais totalement incompréhensible"
153," Quand la Sécu a décidé de délocaliser en Inde la fabrication des cartes Vitale de chacun des assurés sociaux que vous êtes, je dis : avez-vous réfléchi une seconde ? Est-ce qu’une seconde vous avez pensé à regarder un peu plus loin que le bout du nez qui va être sur l’encre, qui va signer la facture ? Parce que si vous aviez réfléchi une seconde de plus, vous êtes la Sécu, et donc toutes les charges sociales, toute la CSG qui va être générée par les salaires de ceux qui fabriqueront les cartes Vitale en France, elles viennent chez nous"
154," Quand vous payez 100 vous recevez 50, et donc délocalisez les cartes parce que vous allez gagner 5 ou 6 %, en réalité, vous y perdez massivement ! Si vous regardez l’ensemble du pays, et je suis absolument certain, si nous regardons les pays qui sont nos partenaires et nos amis qui nous entourent, qu’ils ont eux-mêmes, au contraire, le sens du soutien, notamment par la décision publique, de l’activité qui se déroule sur leur sol"
155," On a le droit de considérer que quand il s’agit d’argent public, eh bien il faut que ce soit ses concitoyens qui en soient les premiers bénéficiaires, surtout s’ils font de la qualité au moins aussi importante que celle que vous fourniront les productions totalement lointaines"
156," Exemple, je m’arrête une seconde à la carte Vitale, la carte Vitale produite en France est infalsifiable et elle peut contenir des données innombrables, des volumes de données"
157," La carte Vitale fabriquée en Inde est éminemment falsifiable : on considère que les fraudes à la Sécu se comptent en milliards ! Est-ce qu’il ne serait pas plus intelligent de confier, dans les mêmes gammes de prix, la production de ces documents à des entreprises de notre pays, qui sont des entreprises leaders dans le monde ? Par exemple, c’est en discutant avec les cadres de l’entreprise et les patrons que j’ai découvert cela, nous sommes en France les leaders dans la production de documents d’identité infalsifiables"
158," Le seul Etat pour lequel on ne les fabrique pas, c’est la République française !!! Mais vous voyez, je ne veux pas m’étendre d’avantage"
159," Vous voyez ce dont il s’agit, en vous parlant concret, en vous parlant terrain, en vous parlant de la vie comme elle est, je suis en train de dire quelque chose dont je suis persuadé qu’il s’agit de la clef de cette élection présidentielle : si l’on veut que les choses changent, il faut changer le logiciel que les décideurs de notre pays ont dans la tête"
160," Excusez-moi de le dire, je vais le dire comme je le pense : ils pensent faux, ils pensent faux tous les deux et ils pensent faux parce qu’en réalité, ce sont les mêmes réseaux, les mêmes organisations de hauts fonctionnaires, la même manière de prendre les décisions, eux qui se sont succédé au pouvoir régulièrement depuis 20 ans, vous pouvez remplacer l’un par l’autre, ça ne changera rien dans notre pays"
161," 1027 Je ne nie pas que l’on ait besoin de changement, j’ai moi-même porté cette attente et cette exigence de changement"
162," Je sais que l’on a besoin de changement, mais on a besoin de changement véritable, de changement profond, de changement qui descende plus loin que remplacer une tête de pipe par l’autre tête de pipe avec seulement l’étiquette du parti qui change dessus ! Au demeurant, ce sont assez souvent les mêmes têtes de pipe qui avaient une étiquette dans la période précédente et qui auront une autre étiquette dans la période suivante"
